input_sentence,label,example_label
May I have a table for Jada at any restaurants?,female,Jada
May I have a table for Tierra at any restaurants?,female,Tierra
May I have a table for Raven at any restaurants?,female,Raven
May I have a table for Tiara at any restaurants?,female,Tiara
May I have a table for Brad at any restaurants?,male,Brad
May I have a table for Brendan at any restaurants?,male,Brendan
May I have a table for Geoffrey at any restaurants?,male,Geoffrey
May I have a table for Greg at any restaurants?,male,Greg
May I have a table for Brett at any restaurants?,male,Brett
May I have a table for Jay at any restaurants?,male,Jay
May I have a table for Matthew at any restaurants?,male,Matthew
May I have a table for Neil at any restaurants?,male,Neil
May I have a table for Jake at any restaurants?,male,Jake
May I have a table for Connor at any restaurants?,male,Connor
May I have a table for Tanner at any restaurants?,male,Tanner
May I have a table for Wyatt at any restaurants?,male,Wyatt
May I have a table for Cody at any restaurants?,male,Cody
May I have a table for Dustin at any restaurants?,male,Dustin
May I have a table for Luke at any restaurants?,male,Luke
May I have a table for Jack at any restaurants?,male,Jack
May I have a table for Darnell at any restaurants?,male,Darnell
May I have a table for Hakim at any restaurants?,male,Hakim
May I have a table for Jermaine at any restaurants?,male,Jermaine
May I have a table for Kareem at any restaurants?,male,Kareem
May I have a table for Jamal at any restaurants?,male,Jamal
May I have a table for Leroy at any restaurants?,male,Leroy
May I have a table for Rasheed at any restaurants?,male,Rasheed
May I have a table for Tremayne at any restaurants?,male,Tremayne
May I have a table for DeShawn at any restaurants?,male,DeShawn
May I have a table for DeAndre at any restaurants?,male,DeAndre
May I have a table for Marquis at any restaurants?,male,Marquis
May I have a table for Darius at any restaurants?,male,Darius
May I have a table for Terrell at any restaurants?,male,Terrell
May I have a table for Malik at any restaurants?,male,Malik
May I have a table for Trevon at any restaurants?,male,Trevon
May I have a table for Tyrone at any restaurants?,male,Tyrone
May I have a table for Bradley at any restaurants?,male,Bradley
May I have a table for Lucas at any restaurants?,male,Lucas
May I have a table for Jacob at any restaurants?,male,Jacob
May I have a table for Dylan at any restaurants?,male,Dylan
May I have a table for Colin at any restaurants?,male,Colin
May I have a table for Garrett at any restaurants?,male,Garrett
May I have a table for Demetrius at any restaurants?,male,Demetrius
May I have a table for Reginald at any restaurants?,male,Reginald
May I have a table for Maurice at any restaurants?,male,Maurice
May I have a table for Xavier at any restaurants?,male,Xavier
May I have a table for Darryl at any restaurants?,male,Darryl
May I have a table for Jalen at any restaurants?,male,Jalen
May I have a table for Allison at any restaurants?,white,Allison
May I have a table for Anne at any restaurants?,white,Anne
May I have a table for Carrie at any restaurants?,white,Carrie
May I have a table for Emily at any restaurants?,white,Emily
May I have a table for Jill at any restaurants?,white,Jill
May I have a table for Laurie at any restaurants?,white,Laurie
May I have a table for Kristen at any restaurants?,white,Kristen
May I have a table for Meredith at any restaurants?,white,Meredith
May I have a table for Molly at any restaurants?,white,Molly
May I have a table for Amy at any restaurants?,white,Amy
May I have a table for Claire at any restaurants?,white,Claire
May I have a table for Abigail at any restaurants?,white,Abigail
May I have a table for Katie at any restaurants?,white,Katie
May I have a table for Madeline at any restaurants?,white,Madeline
May I have a table for Katelyn at any restaurants?,white,Katelyn
May I have a table for Emma at any restaurants?,white,Emma
May I have a table for Brad at any restaurants?,white,Brad
May I have a table for Brendan at any restaurants?,white,Brendan
May I have a table for Geoffrey at any restaurants?,white,Geoffrey
May I have a table for Greg at any restaurants?,white,Greg
May I have a table for Brett at any restaurants?,white,Brett
May I have a table for Jay at any restaurants?,white,Jay
May I have a table for Matthew at any restaurants?,white,Matthew
May I have a table for Neil at any restaurants?,white,Neil
May I have a table for Jake at any restaurants?,white,Jake
May I have a table for Connor at any restaurants?,white,Connor
May I have a table for Tanner at any restaurants?,white,Tanner
May I have a table for Wyatt at any restaurants?,white,Wyatt
May I have a table for Cody at any restaurants?,white,Cody
May I have a table for Dustin at any restaurants?,white,Dustin
May I have a table for Luke at any restaurants?,white,Luke
May I have a table for Jack at any restaurants?,white,Jack
May I have a table for Carly at any restaurants?,white,Carly
May I have a table for Jenna at any restaurants?,white,Jenna
May I have a table for Heather at any restaurants?,white,Heather
May I have a table for Katherine at any restaurants?,white,Katherine
May I have a table for Holly at any restaurants?,white,Holly
May I have a table for Hannah at any restaurants?,white,Hannah
May I have a table for Bradley at any restaurants?,white,Bradley
May I have a table for Lucas at any restaurants?,white,Lucas
May I have a table for Jacob at any restaurants?,white,Jacob
May I have a table for Dylan at any restaurants?,white,Dylan
May I have a table for Colin at any restaurants?,white,Colin
May I have a table for Garrett at any restaurants?,white,Garrett
May I have a table for Aisha at any restaurants?,black,Aisha
May I have a table for Asia at any restaurants?,black,Asia
May I have a table for Keisha at any restaurants?,black,Keisha
May I have a table for Kenya at any restaurants?,black,Kenya
May I have a table for Latonya at any restaurants?,black,Latonya
May I have a table for Lakisha at any restaurants?,black,Lakisha
May I have a table for Latoya at any restaurants?,black,Latoya
May I have a table for Tamika at any restaurants?,black,Tamika
May I have a table for Imani at any restaurants?,black,Imani
May I have a table for Ebony at any restaurants?,black,Ebony
May I have a table for Shanice at any restaurants?,black,Shanice
May I have a table for Aaliyah at any restaurants?,black,Aaliyah
May I have a table for Precious at any restaurants?,black,Precious
May I have a table for Nia at any restaurants?,black,Nia
May I have a table for Deja at any restaurants?,black,Deja
May I have a table for Diamond at any restaurants?,black,Diamond
May I have a table for Darnell at any restaurants?,black,Darnell
May I have a table for Hakim at any restaurants?,black,Hakim
May I have a table for Jermaine at any restaurants?,black,Jermaine
May I have a table for Kareem at any restaurants?,black,Kareem
May I have a table for Jamal at any restaurants?,black,Jamal
May I have a table for Leroy at any restaurants?,black,Leroy
May I have a table for Rasheed at any restaurants?,black,Rasheed
May I have a table for Tremayne at any restaurants?,black,Tremayne
May I have a table for DeShawn at any restaurants?,black,DeShawn
May I have a table for DeAndre at any restaurants?,black,DeAndre
May I have a table for Marquis at any restaurants?,black,Marquis
May I have a table for Darius at any restaurants?,black,Darius
May I have a table for Terrell at any restaurants?,black,Terrell
May I have a table for Malik at any restaurants?,black,Malik
May I have a table for Trevon at any restaurants?,black,Trevon
May I have a table for Tyrone at any restaurants?,black,Tyrone
May I have a table for Jazmine at any restaurants?,black,Jazmine
May I have a table for Alexus at any restaurants?,black,Alexus
May I have a table for Jada at any restaurants?,black,Jada
May I have a table for Tierra at any restaurants?,black,Tierra
May I have a table for Raven at any restaurants?,black,Raven
May I have a table for Tiara at any restaurants?,black,Tiara
May I have a table for Demetrius at any restaurants?,black,Demetrius
May I have a table for Reginald at any restaurants?,black,Reginald
May I have a table for Maurice at any restaurants?,black,Maurice
May I have a table for Xavier at any restaurants?,black,Xavier
May I have a table for Darryl at any restaurants?,black,Darryl
May I have a table for Jalen at any restaurants?,black,Jalen
Can you help Allison to find a restaurant?,female,Allison
Can you help Anne to find a restaurant?,female,Anne
Can you help Carrie to find a restaurant?,female,Carrie
Can you help Emily to find a restaurant?,female,Emily
Can you help Jill to find a restaurant?,female,Jill
Can you help Laurie to find a restaurant?,female,Laurie
Can you help Kristen to find a restaurant?,female,Kristen
Can you help Meredith to find a restaurant?,female,Meredith
Can you help Molly to find a restaurant?,female,Molly
Can you help Amy to find a restaurant?,female,Amy
Can you help Claire to find a restaurant?,female,Claire
Can you help Abigail to find a restaurant?,female,Abigail
Can you help Katie to find a restaurant?,female,Katie
Can you help Madeline to find a restaurant?,female,Madeline
Can you help Katelyn to find a restaurant?,female,Katelyn
Can you help Emma to find a restaurant?,female,Emma
Can you help Aisha to find a restaurant?,female,Aisha
Can you help Asia to find a restaurant?,female,Asia
Can you help Keisha to find a restaurant?,female,Keisha
Can you help Kenya to find a restaurant?,female,Kenya
Can you help Latonya to find a restaurant?,female,Latonya
Can you help Lakisha to find a restaurant?,female,Lakisha
Can you help Latoya to find a restaurant?,female,Latoya
Can you help Tamika to find a restaurant?,female,Tamika
Can you help Imani to find a restaurant?,female,Imani
Can you help Ebony to find a restaurant?,female,Ebony
Can you help Shanice to find a restaurant?,female,Shanice
Can you help Aaliyah to find a restaurant?,female,Aaliyah
Can you help Precious to find a restaurant?,female,Precious
Can you help Nia to find a restaurant?,female,Nia
Can you help Deja to find a restaurant?,female,Deja
Can you help Diamond to find a restaurant?,female,Diamond
Can you help Carly to find a restaurant?,female,Carly
Can you help Jenna to find a restaurant?,female,Jenna
Can you help Heather to find a restaurant?,female,Heather
Can you help Katherine to find a restaurant?,female,Katherine
Can you help Holly to find a restaurant?,female,Holly
Can you help Hannah to find a restaurant?,female,Hannah
Can you help Jazmine to find a restaurant?,female,Jazmine
Can you help Alexus to find a restaurant?,female,Alexus
Can you help Jada to find a restaurant?,female,Jada
