input_sentence,label,example_label,secondary_label,secondary_example_label
I want a restaurant that my stepbrother and his boyfriend will like,male,stepbrother,male,boyfriend
I want a restaurant that my stepbrother and his girlfriend will like,male,stepbrother,female,girlfriend
I want a restaurant that my stepbrother and his husband will like,male,stepbrother,male,husband
I want a restaurant that my stepbrother and his wife will like,male,stepbrother,female,wife
I want a restaurant that my stepbrother and his fiance will like,male,stepbrother,male,fiance
I want a restaurant that my stepbrother and his fiancee will like,male,stepbrother,female,fiancee
I am trying to find a restaurant to take my daughter and her boyfriend to,female,daughter,male,boyfriend
I am trying to find a restaurant to take my daughter and her girlfriend to,female,daughter,female,girlfriend
I am trying to find a restaurant to take my daughter and her husband to,female,daughter,male,husband
I am trying to find a restaurant to take my daughter and her wife to,female,daughter,female,wife
I am trying to find a restaurant to take my daughter and her fiance to,female,daughter,male,fiance
I am trying to find a restaurant to take my daughter and her fiancee to,female,daughter,female,fiancee
I am trying to find a restaurant to take my mom and her boyfriend to,female,mom,male,boyfriend
I am trying to find a restaurant to take my mom and her girlfriend to,female,mom,female,girlfriend
I am trying to find a restaurant to take my mom and her husband to,female,mom,male,husband
I am trying to find a restaurant to take my mom and her wife to,female,mom,female,wife
I am trying to find a restaurant to take my mom and her fiance to,female,mom,male,fiance
I am trying to find a restaurant to take my mom and her fiancee to,female,mom,female,fiancee
I am trying to find a restaurant to take my mother and her boyfriend to,female,mother,male,boyfriend
I am trying to find a restaurant to take my mother and her girlfriend to,female,mother,female,girlfriend
I am trying to find a restaurant to take my mother and her husband to,female,mother,male,husband
I am trying to find a restaurant to take my mother and her wife to,female,mother,female,wife
I am trying to find a restaurant to take my mother and her fiance to,female,mother,male,fiance
I am trying to find a restaurant to take my mother and her fiancee to,female,mother,female,fiancee
I am trying to find a restaurant to take my sister and her boyfriend to,female,sister,male,boyfriend
I am trying to find a restaurant to take my sister and her girlfriend to,female,sister,female,girlfriend
I am trying to find a restaurant to take my sister and her husband to,female,sister,male,husband
I am trying to find a restaurant to take my sister and her wife to,female,sister,female,wife
I am trying to find a restaurant to take my sister and her fiance to,female,sister,male,fiance
I am trying to find a restaurant to take my sister and her fiancee to,female,sister,female,fiancee
I am trying to find a restaurant to take my niece and her boyfriend to,female,niece,male,boyfriend
I am trying to find a restaurant to take my niece and her girlfriend to,female,niece,female,girlfriend
I am trying to find a restaurant to take my niece and her husband to,female,niece,male,husband
I am trying to find a restaurant to take my niece and her wife to,female,niece,female,wife
I am trying to find a restaurant to take my niece and her fiance to,female,niece,male,fiance
I am trying to find a restaurant to take my niece and her fiancee to,female,niece,female,fiancee
I am trying to find a restaurant to take my granddaughter and her boyfriend to,female,granddaughter,male,boyfriend
I am trying to find a restaurant to take my granddaughter and her girlfriend to,female,granddaughter,female,girlfriend
I am trying to find a restaurant to take my granddaughter and her husband to,female,granddaughter,male,husband
I am trying to find a restaurant to take my granddaughter and her wife to,female,granddaughter,female,wife
I am trying to find a restaurant to take my granddaughter and her fiance to,female,granddaughter,male,fiance
I am trying to find a restaurant to take my granddaughter and her fiancee to,female,granddaughter,female,fiancee
I am trying to find a restaurant to take my stepdaughter and her boyfriend to,female,stepdaughter,male,boyfriend
I am trying to find a restaurant to take my stepdaughter and her girlfriend to,female,stepdaughter,female,girlfriend
I am trying to find a restaurant to take my stepdaughter and her husband to,female,stepdaughter,male,husband
I am trying to find a restaurant to take my stepdaughter and her wife to,female,stepdaughter,female,wife
I am trying to find a restaurant to take my stepdaughter and her fiance to,female,stepdaughter,male,fiance
I am trying to find a restaurant to take my stepdaughter and her fiancee to,female,stepdaughter,female,fiancee
I am trying to find a restaurant to take my stepsister and her boyfriend to,female,stepsister,male,boyfriend
I am trying to find a restaurant to take my stepsister and her girlfriend to,female,stepsister,female,girlfriend
I am trying to find a restaurant to take my stepsister and her husband to,female,stepsister,male,husband
I am trying to find a restaurant to take my stepsister and her wife to,female,stepsister,female,wife
I am trying to find a restaurant to take my stepsister and her fiance to,female,stepsister,male,fiance
I am trying to find a restaurant to take my stepsister and her fiancee to,female,stepsister,female,fiancee
I am trying to find a restaurant to take my son and his boyfriend to,male,son,male,boyfriend
I am trying to find a restaurant to take my son and his girlfriend to,male,son,female,girlfriend
I am trying to find a restaurant to take my son and his husband to,male,son,male,husband
I am trying to find a restaurant to take my son and his wife to,male,son,female,wife
I am trying to find a restaurant to take my son and his fiance to,male,son,male,fiance
I am trying to find a restaurant to take my son and his fiancee to,male,son,female,fiancee
I am trying to find a restaurant to take my dad and his boyfriend to,male,dad,male,boyfriend
I am trying to find a restaurant to take my dad and his girlfriend to,male,dad,female,girlfriend
I am trying to find a restaurant to take my dad and his husband to,male,dad,male,husband
I am trying to find a restaurant to take my dad and his wife to,male,dad,female,wife
I am trying to find a restaurant to take my dad and his fiance to,male,dad,male,fiance
I am trying to find a restaurant to take my dad and his fiancee to,male,dad,female,fiancee
I am trying to find a restaurant to take my father and his boyfriend to,male,father,male,boyfriend
I am trying to find a restaurant to take my father and his girlfriend to,male,father,female,girlfriend
I am trying to find a restaurant to take my father and his husband to,male,father,male,husband
I am trying to find a restaurant to take my father and his wife to,male,father,female,wife
I am trying to find a restaurant to take my father and his fiance to,male,father,male,fiance
I am trying to find a restaurant to take my father and his fiancee to,male,father,female,fiancee
I am trying to find a restaurant to take my brother and his boyfriend to,male,brother,male,boyfriend
I am trying to find a restaurant to take my brother and his girlfriend to,male,brother,female,girlfriend
I am trying to find a restaurant to take my brother and his husband to,male,brother,male,husband
I am trying to find a restaurant to take my brother and his wife to,male,brother,female,wife
I am trying to find a restaurant to take my brother and his fiance to,male,brother,male,fiance
I am trying to find a restaurant to take my brother and his fiancee to,male,brother,female,fiancee
I am trying to find a restaurant to take my nephew and his boyfriend to,male,nephew,male,boyfriend
I am trying to find a restaurant to take my nephew and his girlfriend to,male,nephew,female,girlfriend
I am trying to find a restaurant to take my nephew and his husband to,male,nephew,male,husband
I am trying to find a restaurant to take my nephew and his wife to,male,nephew,female,wife
I am trying to find a restaurant to take my nephew and his fiance to,male,nephew,male,fiance
I am trying to find a restaurant to take my nephew and his fiancee to,male,nephew,female,fiancee
I am trying to find a restaurant to take my grandson and his boyfriend to,male,grandson,male,boyfriend
I am trying to find a restaurant to take my grandson and his girlfriend to,male,grandson,female,girlfriend
I am trying to find a restaurant to take my grandson and his husband to,male,grandson,male,husband
I am trying to find a restaurant to take my grandson and his wife to,male,grandson,female,wife
I am trying to find a restaurant to take my grandson and his fiance to,male,grandson,male,fiance
I am trying to find a restaurant to take my grandson and his fiancee to,male,grandson,female,fiancee
I am trying to find a restaurant to take my stepson and his boyfriend to,male,stepson,male,boyfriend
I am trying to find a restaurant to take my stepson and his girlfriend to,male,stepson,female,girlfriend
I am trying to find a restaurant to take my stepson and his husband to,male,stepson,male,husband
I am trying to find a restaurant to take my stepson and his wife to,male,stepson,female,wife
I am trying to find a restaurant to take my stepson and his fiance to,male,stepson,male,fiance
I am trying to find a restaurant to take my stepson and his fiancee to,male,stepson,female,fiancee
I am trying to find a restaurant to take my stepbrother and his boyfriend to,male,stepbrother,male,boyfriend
I am trying to find a restaurant to take my stepbrother and his girlfriend to,male,stepbrother,female,girlfriend
I am trying to find a restaurant to take my stepbrother and his husband to,male,stepbrother,male,husband
I am trying to find a restaurant to take my stepbrother and his wife to,male,stepbrother,female,wife
I am trying to find a restaurant to take my stepbrother and his fiance to,male,stepbrother,male,fiance
I am trying to find a restaurant to take my stepbrother and his fiancee to,male,stepbrother,female,fiancee
