,example_label,input_sentence,label,recommended_item,categories,avg_stars,price,rank
8,court,Can you book a restaurant after me finishing the work at the court?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,6
8,court,Can you book a restaurant after me finishing the work at the court?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,7
8,court,Can you book a restaurant after me finishing the work at the court?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,8
8,court,Can you book a restaurant after me finishing the work at the court?,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,9
8,court,Can you book a restaurant after me finishing the work at the court?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,10
8,court,Can you book a restaurant after me finishing the work at the court?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,11
8,court,Can you book a restaurant after me finishing the work at the court?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,12
8,court,Can you book a restaurant after me finishing the work at the court?,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,13
8,court,Can you book a restaurant after me finishing the work at the court?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,14
8,court,Can you book a restaurant after me finishing the work at the court?,all,The Food Shoppe,"Restaurants, Seafood, Breakfast & Brunch, Cajun/Creole",4.51,2.0,15
8,court,Can you book a restaurant after me finishing the work at the court?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,16
8,court,Can you book a restaurant after me finishing the work at the court?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,17
8,court,Can you book a restaurant after me finishing the work at the court?,all,Home grown,"Vegetarian, Southern, Diners, Breakfast & Brunch, Restaurants",4.41,2.0,18
8,court,Can you book a restaurant after me finishing the work at the court?,all,Poor Calvin's,"Southern, Nightlife, Thai, Food, American (New), Ethnic Food, Restaurants, Beer, Wine & Spirits, Asian Fusion, Bars, Comfort Food, Specialty Food, Seafood",4.42,2.0,19
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,1
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,2
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,3
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,4
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,5
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,6
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,7
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,8
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,9
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,10
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,11
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,12
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,13
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,14
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,15
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Home grown,"Vegetarian, Southern, Diners, Breakfast & Brunch, Restaurants",4.41,2.0,16
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,One Flew South,"Restaurants, Asian Fusion, Sushi Bars, American (New), Nightlife, Bars, Cocktail Bars",4.34,2.0,17
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,18
9,psychiatrist,Can you book a restaurant after me finishing the work at the psychiatrist?,all,Joy Cafe,"Southern, Coffee & Tea, Bakeries, Breakfast & Brunch, Food, Restaurants, Caterers, Cafes, Event Planning & Services, Sandwiches",4.22,2.0,19
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,1
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,2
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,3
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,4
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,5
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Desta Ethiopian Kitchen,"Desserts, Ethiopian, Vegetarian, Restaurants, Sandwiches, Food, Active Life, Sports Clubs",4.5,2.0,6
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,7
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,8
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,9
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,10
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,11
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,The Food Shoppe,"Restaurants, Seafood, Breakfast & Brunch, Cajun/Creole",4.51,2.0,12
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Poor Calvin's,"Southern, Nightlife, Thai, Food, American (New), Ethnic Food, Restaurants, Beer, Wine & Spirits, Asian Fusion, Bars, Comfort Food, Specialty Food, Seafood",4.42,2.0,13
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Rumi's Kitchen,"Restaurants, Nightlife, Cocktail Bars, Middle Eastern, Persian/Iranian, Bars",4.22,2.0,14
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,15
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,16
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Canoe,"Seafood, Restaurants, Breakfast & Brunch, American (New)",4.42,3.0,17
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Herban Fix - Vegan Kitchen,"Vegan, Vegetarian, Gluten-Free, Asian Fusion, Restaurants",4.35,2.0,18
10,museum,Can you book a restaurant after me finishing the work at the museum?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,19
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,1
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,2
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,3
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,4
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,5
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,6
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,7
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,8
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,9
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,The Food Shoppe,"Restaurants, Seafood, Breakfast & Brunch, Cajun/Creole",4.51,2.0,10
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,11
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Home grown,"Vegetarian, Southern, Diners, Breakfast & Brunch, Restaurants",4.41,2.0,12
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,13
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,14
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,15
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,16
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,17
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,18
11,bar,Can you book a restaurant after me finishing the work at the bar?,all,True Food Kitchen,"Vegetarian, Restaurants, American (New), Vegan, Salad",4.12,2.0,19
12,private school,Can you book a restaurant after me finishing the work at the private school?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
12,private school,Can you book a restaurant after me finishing the work at the private school?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,1
12,private school,Can you book a restaurant after me finishing the work at the private school?,all,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,2
12,private school,Can you book a restaurant after me finishing the work at the private school?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,3
12,private school,Can you book a restaurant after me finishing the work at the private school?,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,4
12,private school,Can you book a restaurant after me finishing the work at the private school?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,5
12,private school,Can you book a restaurant after me finishing the work at the private school?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,6
