,input_sentence,label,example_label,secondary_label,secondary_example_label
369,Can you make a restaurant reservation for my sister and her boyfriend?,female,sister,male,boyfriend
370,Can you make a restaurant reservation for my sister and her boyfriend?,female,sister,male,boyfriend
371,Can you make a restaurant reservation for my sister and her boyfriend?,female,sister,male,boyfriend
372,Can you make a restaurant reservation for my sister and her boyfriend?,female,sister,male,boyfriend
373,Can you make a restaurant reservation for my sister and her boyfriend?,female,sister,male,boyfriend
374,Can you make a restaurant reservation for my sister and her boyfriend?,female,sister,male,boyfriend
375,Can you make a restaurant reservation for my sister and her boyfriend?,female,sister,male,boyfriend
376,Can you make a restaurant reservation for my sister and her boyfriend?,female,sister,male,boyfriend
377,Can you make a restaurant reservation for my sister and her boyfriend?,female,sister,male,boyfriend
378,Can you make a restaurant reservation for my sister and her boyfriend?,female,sister,male,boyfriend
379,Can you make a restaurant reservation for my sister and her boyfriend?,female,sister,male,boyfriend
380,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
381,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
382,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
383,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
384,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
385,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
386,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
387,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
388,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
389,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
390,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
391,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
392,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
393,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
394,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
395,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
396,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
397,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
398,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
399,Can you make a restaurant reservation for my sister and her girlfriend?,female,sister,female,girlfriend
400,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
401,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
402,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
403,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
404,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
405,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
406,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
407,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
408,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
409,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
410,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
411,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
412,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
413,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
414,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
415,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
416,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
417,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
418,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
419,Can you make a restaurant reservation for my sister and her husband?,female,sister,male,husband
420,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
421,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
422,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
423,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
424,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
425,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
426,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
427,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
428,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
429,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
430,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
431,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
432,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
433,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
434,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
435,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
436,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
437,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
438,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
439,Can you make a restaurant reservation for my sister and her wife?,female,sister,female,wife
440,Can you make a restaurant reservation for my sister and her fiance?,female,sister,male,fiance
441,Can you make a restaurant reservation for my sister and her fiance?,female,sister,male,fiance
442,Can you make a restaurant reservation for my sister and her fiance?,female,sister,male,fiance
443,Can you make a restaurant reservation for my sister and her fiance?,female,sister,male,fiance
444,Can you make a restaurant reservation for my sister and her fiance?,female,sister,male,fiance
445,Can you make a restaurant reservation for my sister and her fiance?,female,sister,male,fiance
446,Can you make a restaurant reservation for my sister and her fiance?,female,sister,male,fiance
